show_type;genre;running_minutes;source_language;pelicula_id;finished;ranking;estreno_fecha;estreno_hora;efectos especiales
TV;Comedy;22;English;195;true;8.5;08/09/2016;05:38:49;Optico Sonido
TV;Comedy;23;English;195;true;6.2;28/12/2020;17:15:43;Optico Sonido
TV;Comedy;23;English;195;false;6.1;10/01/2009;11:45:48;Optico
TV;Comedy;23;English;195;false;3.1;30/07/2014;07:54:30;Maquillaje Optico
TV;Comedy;23;English;195;true;9.4;28/06/2016;00:21:06;Optico Sonido
TV;Comedy;22;English;195;true;8.6;07/01/2001;19:28:33;Maquillaje Optico Sonido
TV;Comedy;23;English;195;true;1.10;18/05/2017;05:05:34;Optico
TV;Kids;24;English;183;true;9.7;16/04/2004;06:04:49;Maquillaje Sonido
TV;Kids;24;English;180;true;7.6;09/01/2021;05:00:35;Optico
TV;Kids;24;English;180;true;5.18;24/01/2009;20:49:15;Optico
TV;Comedy;20;English;27;false;5.27;12/06/2001;09:29:46;Maquillaje Optico Sonido
TV;Musical;42;English;30;true;0.5;23/12/2009;18:39:17;Maquillaje Sonido
TV;Kids;24;English;180;true;1.3;06/03/2009;20:39:04;Optico
TV;Kids;24;English;180;false;2.7;05/01/1999;10:13:02;Maquillaje Optico
TV;Kids;24;English;180;true;9.3;15/11/2003;15:46:11;Maquillaje Optico Sonido
TV;Kids;24;English;180;true;6.7;16/06/2003;06:49:09;Optico
TV;Musical;43;English;30;false;5.3;27/07/2022;02:00:35;Optico
TV;Kids;24;English;182;true;0.4;22/08/2011;17:00:37;Maquillaje Optico
TV;Kids;24;English;182;false;7.6;23/05/2008;20:17:33;Optico Sonido
TV;Kids;24;English;182;true;9.10;26/03/2006;17:22:10;Optico Sonido
TV;Kids;24;English;182;true;2.1;11/05/2016;08:34:26;Sonido
TV;Kids;24;English;182;true;7.6;21/03/1999;09:55:00;Maquillaje Sonido
TV;Kids;24;English;182;true;5.1;02/07/1999;21:31:19;Maquillaje
TV;Kids;24;English;182;false;6.10;13/06/2022;17:43:37;Optico
TV;Kids;24;English;182;false;1.12;13/07/2020;22:33:40;Sonido
TV;Kids;24;English;182;false;1.18;07/11/2020;13:24:15;Optico Sonido
TV;Kids;24;English;182;false;7.10;05/02/2004;00:09:35;Optico Sonido
TV;Kids;24;English;182;true;8.10;05/03/2007;10:43:32;Maquillaje
TV;Kids;24;English;182;true;5.3;26/04/2014;11:19:30;Maquillaje Optico Sonido
TV;Kids;24;English;182;true;1.3;13/07/2011;10:55:48;Maquillaje Optico Sonido
TV;Kids;24;English;182;false;8.3;22/10/2012;23:58:33;Sonido
TV;Musical;33;Tagalog;197;false;9.7;19/05/2002;23:09:28;Maquillaje
TV;Musical;29;Tagalog;197;true;3.7;09/08/2012;01:25:26;Maquillaje
TV;Musical;28;Tagalog;197;false;7.7;26/02/2008;08:35:34;Maquillaje
TV;Musical;26;Tagalog;197;false;2.6;13/01/2010;09:54:51;Maquillaje Optico
TV;Musical;27;Tagalog;197;false;2.5;29/02/2016;01:55:40;Maquillaje Optico Sonido
TV;Musical;26;Tagalog;197;true;9.5;25/10/2003;12:44:12;Maquillaje Sonido
TV;Musical;27;Tagalog;197;false;3.4;22/02/1999;02:59:48;Sonido
TV;Musical;26;Tagalog;197;false;7.1;10/04/2009;17:29:19;Maquillaje
TV;Musical;27;Tagalog;197;true;9.2;17/06/2005;09:20:37;Maquillaje
TV;Musical;27;Tagalog;197;true;6.2;27/11/2020;16:19:23;Maquillaje Optico Sonido
TV;Musical;27;Tagalog;197;false;8.2;23/09/1999;10:06:03;Maquillaje Optico Sonido
TV;Musical;27;Tagalog;197;true;0.5;07/08/2004;23:41:50;Sonido
TV;Musical;26;Tagalog;197;true;5.6;22/02/2005;21:02:07;Maquillaje Sonido
TV;Musical;28;Tagalog;197;false;3.4;31/10/2006;18:17:28;Maquillaje Optico
TV;Musical;27;Tagalog;197;false;1.2;30/01/2000;16:59:33;Maquillaje Optico Sonido
TV;Musical;27;Tagalog;197;true;1.0;09/04/2001;05:05:40;Optico Sonido
TV;Musical;26;Tagalog;197;true;7.7;18/05/1999;12:07:25;Optico Sonido
TV;Musical;26;Tagalog;197;true;8.8;24/07/2009;07:45:04;Maquillaje Optico Sonido
TV;Musical;27;Tagalog;197;false;6.9;26/05/2013;23:38:34;Sonido
TV;Musical;26;Tagalog;197;true;0.2;14/05/2007;12:05:16;Optico Sonido
TV;Musical;25;Tagalog;197;false;8.1;01/05/2015;21:29:26;Maquillaje Sonido
TV;Musical;25;Tagalog;197;true;3.2;10/08/2014;03:06:57;Maquillaje Optico
TV;Musical;27;Tagalog;197;true;6.7;03/01/2002;07:34:27;Maquillaje Sonido
TV;Musical;26;Tagalog;197;true;6.15;10/07/2015;09:45:43;Maquillaje Sonido
TV;Musical;26;Tagalog;197;true;0.5;24/07/2016;05:42:29;Optico
TV;Musical;25;Tagalog;197;false;6.3;28/07/2001;06:46:43;Optico
TV;Musical;26;Tagalog;197;true;8.2;07/02/2012;01:48:25;Maquillaje Sonido
TV;Musical;27;Tagalog;197;true;8.6;19/07/2007;08:40:13;Maquillaje Sonido
TV;Musical;25;Tagalog;197;true;3.5;08/12/2006;05:57:30;Maquillaje Sonido
TV;Musical;27;Tagalog;197;false;1.7;15/07/2008;21:31:45;Maquillaje Optico
TV;Kids;24;English;182;true;5.5;22/01/2021;07:37:08;Maquillaje
TV;Kids;24;English;182;false;1.8;09/09/2021;00:52:53;Maquillaje Optico
TV;Kids;24;English;182;true;6.1;27/08/2016;01:57:44;Maquillaje Optico Sonido
TV;Kids;24;English;182;true;9.4;28/09/1999;23:38:28;Maquillaje Optico Sonido
TV;Kids;24;English;182;true;1.8;15/08/2004;13:14:09;Sonido
TV;Kids;24;English;182;true;3.2;11/04/2008;13:12:29;Optico Sonido
TV;Kids;24;English;182;true;1.6;22/05/2020;12:48:00;Maquillaje Optico
TV;Kids;24;English;182;true;8.1;24/12/2008;15:39:32;Sonido
TV;Kids;24;English;185;true;7.7;12/10/1999;13:21:13;Maquillaje Optico Sonido
TV;Kids;24;English;182;true;4.7;01/06/2003;03:04:36;Optico
TV;Kids;24;English;182;false;5.5;22/03/2022;01:35:04;Maquillaje Optico
TV;Kids;24;English;182;false;8.5;15/03/2006;21:19:43;Optico
TV;Kids;24;English;182;true;1.8;06/02/1999;03:12:06;Maquillaje
TV;Kids;24;English;184;true;6.8;06/02/2015;22:44:15;Sonido
TV;Kids;24;English;182;true;9.2;02/08/2002;09:24:04;Maquillaje Optico Sonido
TV;Kids;24;English;184;false;2.3;03/03/2018;00:50:40;Optico Sonido
TV;Kids;24;English;182;true;0.2;07/12/1999;17:36:43;Maquillaje Optico Sonido
TV;Kids;24;English;185;false;5.7;14/03/2007;17:15:52;Optico Sonido
TV;Kids;24;English;185;true;8.1;29/01/2020;01:54:56;Optico Sonido
TV;Musical;27;Tagalog;197;true;4.3;05/05/2008;10:46:49;Optico
TV;Musical;30;Tagalog;197;true;3.3;28/05/2014;13:50:29;Maquillaje Sonido
TV;Musical;28;Tagalog;197;true;9.9;06/10/2022;18:17:15;Optico Sonido
TV;Musical;28;Tagalog;197;true;1.5;01/09/2011;12:09:46;Optico
TV;Musical;31;Tagalog;197;false;4.10;10/02/2010;13:05:14;Optico Sonido
TV;Musical;30;Tagalog;197;false;9.10;21/11/2018;17:16:50;Optico
TV;Musical;26;Tagalog;197;false;4.6;12/10/2007;00:28:02;Maquillaje
TV;Musical;27;Tagalog;197;false;6.4;20/02/2015;01:35:18;Maquillaje
TV;Musical;27;Tagalog;197;false;1.3;14/10/2018;18:16:52;Maquillaje Optico Sonido
TV;Musical;27;Tagalog;197;true;2.1;23/09/2011;19:51:59;Optico Sonido
TV;Musical;27;Tagalog;197;false;1.10;27/12/2001;23:56:40;Maquillaje Optico Sonido
TV;Musical;27;Tagalog;197;true;4.10;01/02/2015;09:12:46;Optico
TV;Musical;27;Tagalog;197;false;6.5;12/08/2007;00:00:23;Maquillaje Sonido
TV;Musical;27;Tagalog;197;true;2.5;07/04/2001;19:53:51;Maquillaje Sonido
TV;Musical;27;Tagalog;197;true;5.3;24/04/2004;03:58:02;Maquillaje Optico
TV;Musical;28;Tagalog;197;true;0.2;03/10/2012;02:22:16;Sonido
TV;Musical;27;Tagalog;197;true;8.1;10/09/2006;06:56:38;Maquillaje Sonido
TV;Musical;27;Tagalog;197;true;7.6;27/05/2008;07:46:35;Optico Sonido
TV;Musical;27;Tagalog;197;true;5.8;06/01/2021;01:41:12;Maquillaje
TV;Musical;26;Tagalog;197;true;7.10;23/03/2002;08:02:43;Maquillaje
TV;Musical;30;Tagalog;197;false;3.6;23/05/2017;10:08:01;Maquillaje Sonido
TV;Musical;30;Tagalog;197;true;6.1;24/06/2019;21:58:10;Maquillaje Optico
TV;Musical;30;Tagalog;197;true;9.5;11/06/2008;06:24:42;Optico Sonido
TV;Musical;30;Tagalog;197;false;2.3;24/02/2013;02:38:09;Maquillaje Optico
TV;Musical;31;Tagalog;197;false;6.3;30/05/2022;06:10:57;Optico Sonido
TV;Musical;35;Tagalog;197;false;4.7;16/08/2019;07:59:43;Optico Sonido
TV;Musical;39;Tagalog;197;false;6.5;20/04/2016;07:23:43;Optico
TV;Musical;36;Tagalog;197;true;7.5;13/10/1999;07:42:17;Sonido
TV;Musical;42;Tagalog;197;true;2.10;10/07/1999;21:37:17;Maquillaje Optico
TV;Musical;26;Tagalog;197;true;5.2;12/02/2019;02:04:20;Maquillaje Sonido
TV;Musical;26;Tagalog;197;true;7.8;24/10/2014;05:55:18;Optico Sonido
TV;Musical;26;Tagalog;197;true;2.9;30/05/2002;07:14:12;Optico Sonido
TV;Musical;26;Tagalog;197;true;1.6;14/12/2012;18:14:33;Optico
TV;Musical;27;Tagalog;197;true;8.7;18/11/2008;18:38:33;Maquillaje Optico Sonido
TV;Musical;26;Tagalog;197;false;0.7;12/11/2022;16:43:10;Optico Sonido
MOVIE;Comedy;113;Tagalog;197;true;0.10;06/05/2019;00:56:07;Maquillaje Optico
MOVIE;Comedy;102;Tagalog;197;false;7.9;04/12/2015;18:30:23;Maquillaje Optico Sonido
MOVIE;Others;105;Tagalog;197;true;9.6;29/07/2009;20:54:37;Maquillaje Optico
TV;Musical;29;Tagalog;197;false;3.1;04/07/2016;01:20:11;Maquillaje Sonido
TV;Musical;28;Tagalog;197;false;1.4;17/09/2011;04:27:53;Maquillaje Sonido
TV;Musical;27;Tagalog;197;false;4.4;04/04/2020;02:44:31;Optico
TV;Musical;27;Tagalog;198;true;3.4;19/02/2017;16:21:45;Maquillaje Sonido
TV;Musical;28;Tagalog;198;false;5.6;21/10/2021;18:36:51;Maquillaje Optico
TV;Musical;28;Tagalog;198;false;7.4;27/01/2018;13:09:32;Maquillaje Sonido
TV;Musical;28;Tagalog;198;true;4.1;12/10/2005;05:53:26;Optico
TV;Kids;24;English;182;true;9.5;01/10/2020;00:16:17;Optico Sonido
TV;Kids;24;English;182;false;8.10;27/03/2001;13:27:18;Maquillaje
TV;Kids;24;English;182;true;2.2;24/01/2022;11:29:24;Maquillaje Optico
TV;Kids;24;English;182;false;8.1;30/04/2017;16:49:56;Maquillaje Optico
TV;Kids;24;English;182;true;7.10;11/12/2014;22:03:23;Maquillaje
TV;Kids;24;English;182;true;2.3;24/11/2012;08:06:58;Optico Sonido
TV;Kids;24;English;182;true;1.10;25/01/2018;15:04:24;Sonido
TV;Kids;24;English;182;true;5.6;17/09/2020;07:10:36;Maquillaje
TV;Kids;24;English;182;true;4.2;21/12/2019;21:30:35;Optico
TV;Kids;24;English;182;true;7.0;06/12/2019;05:00:55;Maquillaje Optico Sonido
TV;Kids;24;English;182;true;7.3;19/06/2019;23:16:30;Optico Sonido
TV;Documentary and Biography;46;English;173;false;1.10;28/06/2006;16:17:14;Optico Sonido
TV;Musical;25;Tagalog;198;false;8.4;19/04/1999;17:58:28;Maquillaje Sonido
TV;Musical;24;Tagalog;198;false;4.10;19/10/2010;05:57:51;Maquillaje Optico Sonido
TV;Musical;25;Tagalog;198;false;2.10;10/09/2021;02:52:01;Sonido
TV;Musical;26;Tagalog;198;false;7.6;19/01/2005;10:38:10;Maquillaje
TV;Musical;25;Tagalog;198;true;3.10;24/02/2017;22:03:19;Maquillaje Optico Sonido
TV;Musical;27;Tagalog;198;false;1.10;15/08/2005;08:45:57;Sonido
TV;Musical;23;Tagalog;198;false;0.5;25/02/2018;14:37:20;Optico
TV;Musical;27;Tagalog;198;true;8.10;26/02/2005;07:08:02;Optico
TV;Musical;24;Tagalog;198;true;5.5;06/05/2005;13:56:03;Optico
TV;Musical;27;Tagalog;198;false;0.9;10/07/2022;22:47:42;Maquillaje Optico
TV;Musical;25;Tagalog;198;false;4.3;08/03/2022;16:19:23;Maquillaje Optico Sonido
TV;Musical;30;Tagalog;198;false;3.10;29/08/2015;19:46:04;Optico Sonido
TV;Musical;30;Tagalog;198;false;8.8;17/01/2003;18:58:55;Maquillaje Sonido
MOVIE;Kids;80;English;198;false;3.8;02/06/2013;04:13:31;Optico
TV;Kids;24;English;198;true;4.1;03/08/2005;18:39:25;Optico Sonido
TV;Kids;24;English;198;false;1.8;12/07/2008;08:28:40;Sonido
TV;Kids;24;English;198;true;5.1;23/02/2015;16:29:08;Optico
MOVIE;Comedy;89;Malay;198;false;9.2;22/06/2000;06:08:35;Maquillaje Optico
MOVIE;Others;107;Malay;198;true;3.3;16/09/2008;03:23:00;Maquillaje
MOVIE;Action and Adventure;112;Malay;198;false;6.4;31/10/2018;03:52:19;Maquillaje
MOVIE;Action and Adventure;105;Malay;198;true;4.4;08/01/2011;03:53:39;Maquillaje Optico Sonido
MOVIE;Action and Adventure;105;Malay;198;false;0.8;16/05/2021;05:20:25;Maquillaje Sonido
MOVIE;Others;91;Malay;198;false;2.8;10/04/2007;11:06:20;Optico Sonido
MOVIE;Others;92;Malay;198;true;6.5;11/06/2004;13:46:23;Optico Sonido
MOVIE;Others;93;Malay;198;false;9.5;13/09/2014;10:24:23;Maquillaje Sonido
MOVIE;Others;83;Malay;198;true;9.12;12/04/2017;14:09:49;Maquillaje Optico Sonido
MOVIE;Horror;114;English;198;false;4.3;29/11/2018;02:06:24;Maquillaje Optico Sonido
MOVIE;Others;100;Malay;198;true;1.8;13/10/2015;08:54:06;Maquillaje Optico Sonido
MOVIE;Action and Adventure;109;English;198;true;1.11;29/11/2009;17:41:46;Optico Sonido
MOVIE;Horror;74;Malay;198;true;6.1;05/12/2017;05:03:59;Maquillaje Optico Sonido
MOVIE;Others;91;Malay;198;false;9.8;26/02/2001;21:14:32;Maquillaje Optico Sonido
MOVIE;Comedy;77;Malay;198;false;3.2;26/04/2021;04:36:46;Maquillaje Optico
MOVIE;Others;86;Malay;198;false;9.4;27/09/2018;06:35:58;Optico
MOVIE;Comedy;85;English;198;false;3.5;05/04/2007;21:28:59;Maquillaje Optico Sonido
MOVIE;Kids;80;English;198;false;2.1;13/10/2021;00:27:59;Maquillaje Sonido
MOVIE;Action and Adventure;113;English;198;false;4.2;23/01/2004;14:41:43;Maquillaje
MOVIE;Sci-Fi;87;English;198;false;9.3;26/03/2003;18:43:40;Maquillaje Optico
MOVIE;Comedy;83;English;198;true;2.2;27/03/2002;20:50:51;Optico Sonido
MOVIE;Action and Adventure;165;English;198;false;2.5;13/02/2006;21:46:21;Sonido
MOVIE;Others;69;Malay;198;false;9.1;11/05/2004;21:59:16;Sonido
MOVIE;Horror;87;Malay;198;false;6.10;06/08/2015;07:47:50;Maquillaje
MOVIE;Others;90;Malay;198;true;1.1;22/08/2001;12:15:18;Optico
MOVIE;Action and Adventure;94;English;198;false;6.10;19/05/2004;10:08:28;Optico Sonido
MOVIE;Horror;103;English;198;false;5.2;20/02/2016;15:28:27;Sonido
MOVIE;Horror;102;Thai;198;true;5.4;29/09/2014;07:35:17;Maquillaje Sonido
MOVIE;Comedy;95;English;198;true;3.5;05/02/2006;12:15:47;Maquillaje Optico
MOVIE;Action and Adventure;94;English;198;false;7.9;25/06/2005;08:17:31;Optico Sonido
MOVIE;Musical;132;English;198;false;4.1;02/10/2014;00:17:59;Sonido
MOVIE;Thriller;82;Malay;198;false;6.6;28/10/2018;09:57:29;Sonido
MOVIE;Horror;97;Tagalog;198;false;7.4;06/06/2010;12:58:39;Maquillaje Optico
MOVIE;Comedy;79;Malay;198;false;3.5;11/04/2011;09:58:34;Maquillaje
MOVIE;Comedy;92;Thai;198;false;9.6;30/11/2013;04:40:57;Maquillaje Optico
MOVIE;Romance;101;Thai;198;false;8.3;01/09/1999;01:08:04;Optico Sonido
MOVIE;Musical;113;English;198;false;8.7;25/04/2015;23:44:42;Optico Sonido
MOVIE;Horror;101;English;198;true;2.2;24/10/2010;21:30:55;Maquillaje Optico
MOVIE;Musical;90;English;198;false;9.8;22/07/2004;16:16:02;Optico Sonido
MOVIE;Musical;107;English;198;false;4.1;31/10/2018;08:24:22;Maquillaje Optico Sonido
MOVIE;Musical;123;English;198;true;1.4;19/10/2019;06:44:42;Maquillaje Optico
MOVIE;Action and Adventure;93;English;198;false;2.18;04/01/2003;13:03:43;Optico
MOVIE;Thriller;118;English;198;true;2.27;10/07/1999;02:33:44;Optico
MOVIE;Kids;86;English;198;true;7.4;10/12/2015;07:47:04;Sonido
MOVIE;Documentary and Biography;86;;198;false;5.8;08/03/2013;01:07:55;Maquillaje
MOVIE;Musical;94;Tagalog;198;true;6.6;09/06/2017;14:31:31;Optico Sonido
MOVIE;Musical;94;Tagalog;198;true;1.4;16/07/2017;11:02:26;Maquillaje
MOVIE;Musical;109;Tagalog;198;false;9.12;17/04/2009;15:18:39;Optico
MOVIE;Musical;95;Tagalog;198;true;9.18;26/03/2004;01:59:59;Maquillaje Optico
MOVIE;Musical;87;Tagalog;198;false;8.4;07/05/2007;20:01:28;Maquillaje Sonido
MOVIE;Musical;124;Tagalog;198;true;0.3;22/02/2007;01:49:29;Sonido
MOVIE;Musical;102;Tagalog;198;false;8.4;02/06/2019;00:12:21;Optico
MOVIE;Comedy;117;Tagalog;198;true;2.5;30/06/2020;11:38:04;Optico Sonido
MOVIE;Musical;104;Tagalog;198;false;6.7;23/08/2019;11:50:29;Maquillaje Optico Sonido
MOVIE;Musical;76;Tagalog;198;true;6.10;22/01/2015;02:32:28;Optico Sonido
MOVIE;Musical;87;Tagalog;198;true;2.8;17/09/2016;02:23:02;Maquillaje Optico Sonido
MOVIE;Thriller;88;Tagalog;198;true;4.8;14/07/2019;04:12:17;Maquillaje Optico
MOVIE;Musical;95;Tagalog;198;false;0.2;16/04/2006;14:55:14;Maquillaje Sonido
MOVIE;Comedy;92;Indonesian;198;false;8.4;27/03/2008;11:49:42;Maquillaje
MOVIE;Kids;77;Danish;198;false;9.9;27/09/2009;01:09:14;Maquillaje Optico
MOVIE;Musical;84;Indonesian;198;true;9.10;15/04/2006;20:25:08;Maquillaje
MOVIE;Comedy;102;Indonesian;198;true;0.3;07/08/2007;20:48:21;Maquillaje Optico Sonido
MOVIE;Comedy;89;Indonesian;198;true;9.1;21/06/2006;09:50:43;Maquillaje
MOVIE;Horror;85;Indonesian;198;false;2.7;08/09/2002;04:58:45;Maquillaje
MOVIE;Comedy;89;Indonesian;198;false;0.2;08/01/2022;07:51:48;Sonido
MOVIE;Romance;91;Indonesian;198;true;6.8;30/11/2014;18:32:31;Maquillaje Sonido
MOVIE;Musical;78;Indonesian;198;false;8.10;25/12/2001;07:34:11;Sonido
MOVIE;Romance;87;Indonesian;198;true;3.5;17/12/2005;04:32:39;Maquillaje Optico Sonido
MOVIE;Musical;96;Indonesian;198;false;5.8;24/10/2009;02:40:51;Maquillaje Sonido
MOVIE;Romance;89;Indonesian;198;true;1.9;31/10/2003;08:17:59;Sonido
MOVIE;Comedy;93;Indonesian;198;false;0.8;12/11/2013;16:59:05;Maquillaje Optico Sonido
MOVIE;Comedy;96;Indonesian;198;false;7.7;29/09/2002;02:36:49;Maquillaje Optico Sonido
MOVIE;Musical;96;Indonesian;198;true;0.5;31/08/2020;15:22:27;Maquillaje
MOVIE;Horror;80;Indonesian;198;true;8.2;27/04/2015;18:37:52;Maquillaje
TV;Musical;27;Tagalog;198;true;8.6;08/10/1999;02:37:23;Optico Sonido
TV;Musical;27;Tagalog;198;true;3.10;22/10/1999;17:06:54;Maquillaje Optico
TV;Musical;28;Tagalog;218;true;9.2;12/09/2013;04:00:18;Maquillaje
TV;Musical;27;Tagalog;218;true;7.1;10/10/2022;06:08:14;Optico
TV;Musical;30;Tagalog;218;false;6.10;03/11/2017;19:47:09;Maquillaje
TV;Musical;30;Tagalog;218;true;0.8;01/12/2013;17:10:52;Maquillaje Sonido
TV;Musical;31;Tagalog;218;false;6.1;29/01/2023;07:24:33;Maquillaje Sonido
TV;Musical;32;Tagalog;218;false;4.3;09/09/2013;21:26:11;Maquillaje
TV;Musical;29;Tagalog;218;false;2.4;29/06/2004;23:58:26;Optico
MOVIE;Musical;101;Indonesian;218;false;7.6;15/09/2000;07:38:32;Optico Sonido
MOVIE;Musical;106;Indonesian;218;true;5.9;10/10/2017;18:10:33;Maquillaje
MOVIE;Comedy;89;Indonesian;218;true;4.7;28/01/2012;04:11:32;Maquillaje
MOVIE;Musical;84;Indonesian;218;true;2.7;08/05/2000;04:18:01;Maquillaje Optico Sonido
MOVIE;Thriller;80;Indonesian;218;false;7.10;05/06/2004;12:16:46;Maquillaje Optico Sonido
MOVIE;Romance;93;Indonesian;218;false;2.4;07/01/2000;04:13:17;Optico
MOVIE;Comedy;93;Indonesian;218;true;4.9;18/12/2008;09:44:52;Maquillaje Optico Sonido
MOVIE;Romance;95;Indonesian;218;false;2.6;03/03/2014;08:36:54;Maquillaje Sonido
MOVIE;Comedy;96;Indonesian;218;true;4.3;31/08/2017;01:37:31;Maquillaje Optico Sonido
MOVIE;Musical;108;Indonesian;218;true;5.10;23/08/2002;09:33:26;Maquillaje Optico Sonido
MOVIE;Horror;87;Malay;218;true;2.3;30/11/2020;00:04:49;Maquillaje Optico Sonido
MOVIE;Musical;76;Indonesian;218;false;5.6;03/04/2014;05:59:19;Maquillaje Sonido
MOVIE;Romance;100;Indonesian;218;true;1.4;08/10/2008;13:08:03;Maquillaje Optico Sonido
MOVIE;Musical;99;Indonesian;218;false;9.3;22/03/2000;09:00:45;Optico
MOVIE;Comedy;108;Indonesian;218;false;7.3;03/12/2006;21:26:11;Maquillaje Sonido
MOVIE;Musical;102;Indonesian;218;false;0.9;13/09/2004;15:07:33;Maquillaje
MOVIE;Romance;111;Indonesian;218;false;2.1;01/09/2004;21:27:51;Sonido
MOVIE;Musical;102;Indonesian;218;true;2.1;29/12/2004;04:56:21;Maquillaje Sonido
MOVIE;Comedy;96;Indonesian;218;false;7.3;03/05/2006;10:31:16;Optico Sonido
MOVIE;Romance;106;Indonesian;218;true;3.9;16/03/2019;20:02:22;Maquillaje Sonido
MOVIE;Musical;102;Indonesian;218;true;6.10;23/09/2016;05:51:24;Maquillaje Optico Sonido
MOVIE;Musical;107;Indonesian;218;true;3.9;23/02/2008;07:23:11;Optico Sonido
MOVIE;Comedy;95;Indonesian;218;false;7.5;27/01/1999;02:29:36;Maquillaje
MOVIE;Horror;95;Indonesian;218;true;0.10;26/12/2020;20:51:13;Maquillaje Optico Sonido
MOVIE;Comedy;99;Indonesian;218;false;1.1;02/01/2019;23:05:40;Optico
MOVIE;Comedy;99;Indonesian;218;false;8.9;06/03/2011;05:32:32;Sonido
MOVIE;Musical;98;Indonesian;218;true;7.7;30/10/2006;06:21:25;Optico Sonido
MOVIE;Comedy;101;Indonesian;218;false;3.2;18/01/2013;14:02:14;Maquillaje Optico Sonido
MOVIE;Romance;100;Indonesian;218;false;9.4;10/12/2012;11:08:36;Optico
MOVIE;Musical;130;Indonesian;218;false;2.8;21/04/2007;16:16:25;Maquillaje Optico Sonido
MOVIE;Horror;87;Indonesian;218;false;3.2;02/03/1999;08:23:14;Maquillaje Optico Sonido
MOVIE;Horror;95;Indonesian;218;true;1.3;24/03/2010;12:31:56;Maquillaje Optico
MOVIE;Comedy;88;Indonesian;218;true;9.1;19/01/2011;07:15:09;Maquillaje Sonido
MOVIE;Musical;110;Indonesian;218;false;3.6;09/03/2003;08:24:28;Optico
MOVIE;Comedy;103;Indonesian;218;true;5.4;01/12/2003;00:00:40;Maquillaje Sonido
MOVIE;Horror;86;Indonesian;218;false;8.3;10/02/2012;04:46:23;Maquillaje
MOVIE;Comedy;87;Indonesian;218;true;1.2;22/03/2009;15:31:04;Maquillaje
MOVIE;Comedy;94;Indonesian;218;true;0.2;07/04/2013;16:34:09;Maquillaje Optico Sonido
MOVIE;Thriller;86;Indonesian;218;true;8.8;15/07/2016;06:48:29;Optico Sonido
MOVIE;Thriller;98;Indonesian;218;true;7.8;05/03/2019;13:54:42;Maquillaje Optico Sonido
MOVIE;Comedy;104;Indonesian;218;false;2.10;26/08/2022;11:20:29;Optico
TV;Comedy;22;English;218;true;7.6;04/03/2003;15:32:38;Maquillaje
TV;Musical;43;English;176;true;7.3;20/10/2018;11:35:27;Maquillaje
TV;Musical;43;English;176;false;7.1;29/05/2019;17:27:59;Maquillaje
TV;Action and Adventure;43;English;58;true;7.0;29/01/2023;03:42:51;Sonido
TV;Musical;43;English;176;true;1.5;02/03/2016;18:55:07;Optico Sonido
TV;Musical;43;English;176;false;8.1;20/08/2011;03:24:44;Maquillaje
TV;Musical;43;English;176;true;9.5;29/10/2016;23:47:36;Sonido
TV;Musical;43;English;176;true;6.10;07/03/2003;02:23:00;Maquillaje Sonido
TV;Musical;43;English;176;true;7.6;11/09/2005;14:25:08;Sonido
TV;Musical;44;English;176;false;4.1;31/08/2019;09:17:20;Maquillaje Sonido
TV;Musical;43;English;176;true;5.10;16/08/2013;10:22:18;Maquillaje
TV;Musical;43;English;176;true;3.7;17/08/2002;09:36:55;Sonido
TV;Musical;43;English;176;true;3.10;17/02/2004;00:21:03;Sonido
TV;Musical;43;English;176;false;6.5;13/06/2013;10:24:50;Optico
TV;Musical;43;English;176;true;5.2;11/09/2019;02:52:54;Sonido
TV;Musical;42;English;176;false;8.8;23/12/2018;05:24:58;Optico
TV;Musical;43;English;176;true;8.12;25/09/2009;16:35:56;Optico Sonido
TV;Musical;42;English;176;true;5.9;22/06/2022;22:18:17;Maquillaje Sonido
TV;Musical;43;English;176;true;4.1;13/02/2013;03:22:42;Maquillaje Sonido
TV;Musical;43;English;176;false;3.7;04/06/2020;01:11:13;Maquillaje Sonido
TV;Musical;43;English;176;false;9.4;06/07/2009;16:20:27;Maquillaje Sonido
TV;Action and Adventure;45;English;58;false;3.8;18/05/2004;20:26:33;Maquillaje Optico
TV;Musical;43;English;176;true;0.2;22/03/2000;10:31:17;Optico
TV;Musical;43;English;176;false;3.9;29/08/2014;11:47:57;Optico Sonido
TV;Musical;43;English;176;false;2.5;17/11/2019;18:45:34;Maquillaje Optico
TV;Action and Adventure;42;English;58;true;4.4;26/09/2012;05:32:03;Maquillaje Optico
TV;Action and Adventure;42;English;58;true;2.10;10/10/2015;05:48:41;Optico
MOVIE;Thriller;118;English;58;true;0.5;18/02/2002;20:55:11;Maquillaje Sonido
MOVIE;Musical;93;Indonesian;58;true;2.7;03/03/2016;05:40:38;Optico
MOVIE;Comedy;98;Indonesian;58;false;3.5;23/11/2009;06:28:04;Sonido
MOVIE;Comedy;103;Indonesian;58;true;0.9;22/11/2001;07:10:11;Optico Sonido
MOVIE;Musical;120;Indonesian;58;true;9.3;15/07/2018;14:42:56;Optico
MOVIE;Comedy;92;Indonesian;58;true;9.2;15/02/2014;20:00:58;Maquillaje Optico Sonido
MOVIE;Comedy;89;Indonesian;58;true;5.7;18/04/2021;13:12:30;Sonido
MOVIE;Comedy;94;Indonesian;58;true;9.5;24/04/2011;11:21:36;Maquillaje Sonido
